tool,size,t_load,m_graph,m_graph_end,t_first,t_rest,t_second,t_second_rest
sophia_js,10000,0.34313677399978043,14716,14716,0.00015799999982118608,0.0001956630004569888,0.00006222799979150295,0.000013394999317824841
sophia_js,10000,0.24765448100026696,14596,14596,0.0001462539993226528,0.0001817399999126792,0.000057486999779939655,0.000012461000122129918
sophia_js,10000,0.23279812499973923,14580,14580,0.00014019699953496457,0.000182757000438869,0.00005654700007289648,0.000012467000633478165
sophia_js,10000,0.24874726000055672,13824,13824,0.00013470400031656026,0.00017800600081682206,0.0000572110004723072,0.000011699999682605267
sophia_js,20000,0.49748501200042666,13824,13824,0.00013462799973785878,0.0001757089998573065,0.00005560600012540817,0.000011954999528825284
sophia_js,20000,0.3998054820001125,14140,14140,0.00013121500052511693,0.0001670399997383356,0.000053773000836372375,0.000011560999788343907
sophia_js,20000,0.4008310879999772,13312,13312,0.00013835399970412254,0.00017148099932819605,0.00005396900046616793,0.000011532999575138092
sophia_js,20000,0.39331302300002424,13824,13824,0.00013080899976193906,0.0001712210001423955,0.000052458999678492545,0.00001080000028014183
sophia_js,40000,0.6901267039999366,13820,13820,0.0001412130007520318,0.00016421100031584502,0.000051107999868690966,0.000010923000052571297
sophia_js,40000,0.6676720040002838,13824,13824,0.00012777200061827898,0.00016789299994707108,0.00006217799987643958,0.00001087000034749508
sophia_js,40000,0.6763848379999399,12800,12800,0.00012690700031816959,0.00016131999995559453,0.0000631379997357726,0.000011807000264525414
sophia_js,40000,0.685228919999674,13824,13824,0.00012626400031149387,0.00016503500007092952,0.00005531700048595667,0.000011458000168204307
sophia_js,80000,1.2316144290007651,13312,13312,0.0001244580000638962,0.00016684600058943034,0.000051638999953866,0.000011719999834895135
sophia_js,80000,1.4037559870006517,14808,14808,0.00015494700055569411,0.00019067199993878602,0.00006014499999582767,0.000013931999914348125
sophia_js,80000,1.2463206620002165,13972,13972,0.00012442300003021956,0.00016757800057530403,0.00005182399973273277,0.000011812999844551086
sophia_js,80000,1.2225548680005596,14144,14144,0.00012822999991476535,0.0001662210002541542,0.00005219700001180172,0.00001193500030785799
sophia_js,100000,1.5607959119994192,30612,30612,0.0001225840002298355,0.00016577200032770633,0.00005403199978172779,0.000016787000000476836
sophia_js,100000,1.5356468500001357,30532,30532,0.00013552199956029653,0.00017360599990934132,0.00005536200013011694,0.000012153000570833683
sophia_js,100000,1.5670513210007921,31208,31208,0.00012325500044971704,0.00016455099917948247,0.00005369399953633547,0.00001221999991685152
sophia_js,100000,1.53521952699963,13824,13824,0.00019024999998509885,0.00025571699999272823,0.0000810970002785325,0.000018884999677538873
sophia_js,1000000,14.106107780999505,30208,30208,0.00012225900031626226,0.00015975200012326241,0.0000516799995675683,0.000011284999549388885
sophia_js,1000000,14.092823650999925,29184,29184,0.00012776200007647275,0.00016103400010615586,0.000054306000471115116,0.000011644000187516212
sophia_js,1000000,16.714275442000478,29184,29184,0.00016121200006455184,0.00016459900047630072,0.00005470800027251243,0.000011686999350786209
sophia_js,1000000,15.262839486000129,29696,29696,0.0001246759993955493,0.00016163199953734875,0.00005246299970895052,0.000011282999999821186
