tool,size,t_load,m_graph,m_graph_end,t_first,t_rest,t_second,t_second_rest
sophia_js_array,10000,0.28839728599973025,6552,6552,0.0025663939993828535,0.0017618819996714592,0.002407942000776529,0.0014856880009174347
sophia_js_array,10000,0.2688227570001036,5708,5708,0.002013394000008702,0.0014983779992908239,0.00198951300047338,0.0012597739994525908
sophia_js_array,10000,0.2649952190015465,14116,14116,0.0020495640002191067,0.0014937890004366637,0.0020179409999400376,0.001303021999076009
sophia_js_array,10000,0.24710920299962164,5632,5632,0.002040231000632048,0.0014674490001052617,0.001999331999570131,0.0012594019994139672
sophia_js_array,20000,0.4840094860009849,14640,14640,0.004149978999048471,0.0029106600005179644,0.0042482880000025034,0.0028272380009293557
sophia_js_array,20000,0.4188121109995991,15136,15136,0.0035036810003221037,0.0024311349987983706,0.0034936669990420343,0.002803125999867916
sophia_js_array,20000,0.41253906300105153,12800,12800,0.0034597510006278754,0.002556207999587059,0.003524908998981118,0.003362193999812007
sophia_js_array,20000,0.4133717580009252,13312,13312,0.003627847000956535,0.0026688249986618756,0.003633612001314759,0.0025089579988270996
sophia_js_array,40000,0.7721963839996606,13816,13816,0.006805843999609351,0.004928121000528336,0.007151271000504494,0.004112874999642372
sophia_js_array,40000,0.6740453619994223,13312,13312,0.006719748999923468,0.005071914000436664,0.0069804229997098444,0.003963055999949575
sophia_js_array,40000,0.666960243999958,14232,14232,0.006834939999505877,0.004638423001393676,0.007084645001217723,0.0042938820011913775
sophia_js_array,40000,0.7649904220011086,13824,13824,0.006978423001244664,0.005026115998625755,0.007397503999993205,0.004457403000444174
sophia_js_array,80000,1.127106006000191,13824,13824,0.011912688000127673,0.0075091469995677475,0.012582737000659108,0.00527488400042057
sophia_js_array,80000,1.152185162000358,13824,13824,0.011683879999443888,0.007583453999832273,0.012657235000282527,0.005374856000766158
sophia_js_array,80000,1.1826294070016592,14092,14092,0.012809627000242471,0.007788027001544833,0.013496022000908851,0.005135224999859929
sophia_js_array,80000,1.1689010029993951,13824,13824,0.0122008359991014,0.00867165599949658,0.0128192030005157,0.005568993000313639
sophia_js_array,100000,1.5452516460008918,29696,29696,0.017736817000433804,0.010712694000452758,0.016740653000771998,0.00627862099930644
sophia_js_array,100000,1.3390299620013684,29696,29696,0.01775925499945879,0.010742598000913858,0.016357095999643207,0.006074121000245214
sophia_js_array,100000,1.4865562779996544,30668,30668,0.017181224999949337,0.01090514799952507,0.018523731999099256,0.006221903000026941
sophia_js_array,100000,1.3559232440013438,29696,29696,0.017088896999135614,0.010164630999788642,0.015752158999443055,0.006005344999954104
sophia_js_array,1000000,12.606982547000051,29696,29696,0.17788361600041389,0.05659504199959338,0.17618649300001563,0.054224390000104906
sophia_js_array,1000000,11.338863501999528,30252,30252,0.18374179100058974,0.062062257999554275,0.1839654559995979,0.05820707100071013
sophia_js_array,1000000,11.325008861999958,29184,29184,0.17369163800030946,0.05970326000079513,0.17687880699895323,0.05377239600010216
sophia_js_array,1000000,11.355422251999379,29696,29696,0.1846991489995271,0.06557311300002039,0.18725478400103748,0.05941414500027895
