tool,size,t_load,m_graph,m_graph_end,t_first,t_rest,t_second,t_second_rest
sophia_js_A,10000,0.446450612001121,5632,5632,0.0009137789998203516,0.00031253699958324433,0.0007858750000596047,0.000024622000753879546
sophia_js_A,10000,0.2343615140002221,13312,13312,0.0004924219995737076,0.0001730620004236698,0.0003720970004796982,0.000013189001008868218
sophia_js_A,10000,0.23303561099991202,12800,12800,0.0005068750008940697,0.00017593699879944324,0.0003835519999265671,0.000013578001409769058
sophia_js_A,10000,0.24170436500012873,13824,13824,0.0005053620003163814,0.00017057800106704235,0.00041678499989211557,0.00001391800120472908
sophia_js_A,20000,0.47795445200055836,14740,14740,0.0008887579999864102,0.00016423399932682513,0.0006952149998396635,0.000012302998453378678
sophia_js_A,20000,0.399895041000098,14408,14408,0.0008648470006883144,0.00016624700091779233,0.000686464000493288,0.000014402000233530999
sophia_js_A,20000,0.39302136400155724,14604,14604,0.0008821639996021986,0.00016180399991571904,0.0006904279999434948,0.000012947000563144685
sophia_js_A,20000,0.4039472400005907,13824,13824,0.000868673000484705,0.00016315300017595292,0.0006905969996005297,0.00001241299882531166
sophia_js_A,40000,0.6835584640000015,13312,13312,0.0016553179994225503,0.00016159899905323982,0.0013653130009770394,0.000012404000386595726
sophia_js_A,40000,0.6733839589990676,13312,13312,0.0016544380001723767,0.00015881500020623206,0.0013587029986083508,0.000012844998389482498
sophia_js_A,40000,0.6750442510005087,13312,13312,0.0016676529999822378,0.00016308999992907048,0.0013548370003700256,0.000013041000813245773
sophia_js_A,40000,0.6735867320001125,13824,13824,0.0018096830006688832,0.0001597340013831854,0.001496993999928236,0.00001218300126492977
sophia_js_A,80000,1.2806417370010168,14868,14868,0.0032561629991978407,0.00017056800052523614,0.0027234680000692607,0.000015179000794887542
sophia_js_A,80000,1.4129935990013183,13824,13824,0.003302989000454545,0.00018366499990224837,0.0027634989991784094,0.000016186000779271125
sophia_js_A,80000,1.2314391680005938,13824,13824,0.003320813000202179,0.00018416300043463707,0.0027947359997779132,0.000016470000147819518
sophia_js_A,80000,1.4036450500003994,14136,14136,0.0038243760000914334,0.00019480499997735025,0.003016183000057936,0.00001848900131881237
sophia_js_A,100000,1.5330062809996308,30504,30504,0.003843570001423359,0.00016402000002563,0.0031907049994915723,0.00001675199903547764
sophia_js_A,100000,1.682897025000304,30284,30284,0.003963106000795961,0.00017727800086140633,0.0032923790011554956,0.000017834000289440156
sophia_js_A,100000,1.5798689409997315,29696,29696,0.004527018001303076,0.00019907799921929837,0.003925050001591444,0.000019448000937700273
sophia_js_A,100000,1.7574842019993813,29696,29696,0.003768623000010848,0.00016477599926292897,0.003337559999898076,0.000020021000877022742
sophia_js_A,1000000,14.330377127999439,29696,29696,0.0784200689997524,0.00017716299928724764,0.07643154800124466,0.000021922999992966652
sophia_js_A,1000000,14.260791748998686,29696,29696,0.07841729999892413,0.00016987700015306474,0.07683231700025499,0.00002429799921810627
sophia_js_A,1000000,14.122512612000108,30724,30724,0.07852452100068331,0.00017687700130045414,0.0767966500017792,0.000023882001638412475
sophia_js_A,1000000,14.408186945000663,29184,29184,0.07901598899997771,0.00016995899938046933,0.07744037600047886,0.000024692000821232795
