tool,size,t_load,m_graph,m_graph_end,t_first,t_rest,t_second,t_second_rest
sophia_js_lg,10000,0.3744737080000341,5028,5028,0.0068199690002948045,0.00172048999927938,0.006216009000316262,0.0017200940009206534
sophia_js_lg,10000,0.2834366819988936,5880,5880,0.005226794000715017,0.0012939200010150672,0.0043539789989590644,0.001410505998879671
sophia_js_lg,10000,0.26494662199914454,5624,5624,0.0046571900006383655,0.001190974000841379,0.004995875000953674,0.001250144001096487
sophia_js_lg,10000,0.27819024000130593,5540,5540,0.004751366000622511,0.001244071999564767,0.004274870999157429,0.0013247079998254777
sophia_js_lg,20000,0.46769096899963913,12708,12708,0.008813680000603199,0.002430087000131607,0.009171666000038386,0.0027577390000224113
sophia_js_lg,20000,0.45697438099980353,14656,14656,0.008433407999575138,0.0026034169998019933,0.008789338000118732,0.0023706689998507498
sophia_js_lg,20000,0.4626735570002347,14732,14732,0.008696975000202656,0.002572326999157667,0.009230040999129415,0.0026122430004179476
sophia_js_lg,20000,0.4771417380012572,13632,13632,0.010154694998636842,0.0027246630005538465,0.009795413000509142,0.0032777529992163183
sophia_js_lg,40000,0.7606625449992717,13372,13372,0.01754426500014961,0.0048218099996447565,0.017763998998329044,0.004935567999258638
sophia_js_lg,40000,0.775193874001503,13444,13444,0.017746198998764156,0.005542745999991894,0.01805081499926746,0.004596449999138713
sophia_js_lg,40000,0.7779009540006518,12708,12708,0.017349287999793888,0.005510273998603225,0.017778330998495222,0.004528862001374364
sophia_js_lg,40000,0.7555091960001736,12976,12976,0.017377528999000788,0.00555999899841845,0.018702000999823214,0.005194413000717759
sophia_js_lg,80000,1.445517570000142,13732,13732,0.03907963100075722,0.011039063001051546,0.03838650199957192,0.007832482999190689
sophia_js_lg,80000,1.3931814580000936,14684,14684,0.03670305800065398,0.010025015998631715,0.037009043999016285,0.00585525400005281
sophia_js_lg,80000,1.441530365999788,14152,14152,0.03766903899982572,0.00942267300002277,0.03791909099929035,0.006565951999276876
sophia_js_lg,80000,1.3990761939994991,14872,14872,0.03698300299979746,0.009888613000512123,0.03692174600064754,0.006283645998686552
sophia_js_lg,100000,1.784860212000087,13732,13732,0.04533959899842739,0.011582206001505255,0.04549532300047576,0.008847842000424861
sophia_js_lg,100000,1.7084599079992622,13732,13732,0.044938279999420044,0.012569005999714136,0.04673578600026667,0.008417089000344276
sophia_js_lg,100000,1.7647610269989817,14396,14396,0.04472057699970901,0.011303550999611616,0.04636134500056505,0.009268727000802755
sophia_js_lg,100000,1.7457239479999989,13220,13220,0.04337758100032806,0.012773257000371813,0.04302300499938429,0.009349977999925613
sophia_js_lg,1000000,19.05636264999956,29264,29264,0.7189031819999218,0.10812449400126935,0.6867286769989878,0.12515542499907314
sophia_js_lg,1000000,15.755150434998795,29092,29092,0.5776350730005652,0.1004768570009619,0.6034538770001382,0.10086418100073934
sophia_js_lg,1000000,18.926061586000024,29360,29360,0.6338774480000138,0.10170825500041246,0.6603054050002247,0.09823993800021708
sophia_js_lg,1000000,17.15326217,29604,29604,0.5820797999985516,0.10177045700140297,0.6154886709991843,0.10669427799992263
sophia_js_lg,10310000,158.58749822399952,30200,30200,7.265547906000167,1.1322320770006626,6.77363155600056,1.1609148389995099
sophia_js_lg,10310000,156.57262679300084,29688,29688,6.591532988000661,1.131394168999046,6.757658937999978,1.172093730000779
sophia_js_lg,10310000,161.20530550199933,29668,29668,6.654336843999102,1.1397084209993482,6.836310620000586,1.1730487890001386
sophia_js_lg,10310000,154.43616945900024,28580,28580,6.616053456999362,1.1796698300000281,6.977830168001354,1.2119494389984757
