tool,size,t_load,m_graph,m_graph_end,t_first,t_rest,t_second,t_second_rest
sophia_js_tree,10000,0.2704898720001802,5588,5588,0.005010610000230372,0.00003650799952447414,0.00008186499960720539,0.000012493000365793705
sophia_js_tree,10000,0.2788754200004041,6240,6240,0.00495488000009209,0.00003619000036269426,0.00007978300005197525,0.000012777999974787235
sophia_js_tree,10000,0.27975762099958956,5508,5508,0.004966186000034213,0.000036384000442922116,0.00008261299971491098,0.000013318000361323356
sophia_js_tree,10000,0.27997294199932365,6328,6328,0.004992282999679446,0.000035645000636577605,0.00008175399992614984,0.000012928999960422515
sophia_js_tree,20000,0.4605206190003082,13936,13936,0.009259515999816358,0.000031965999864041805,0.00008614999987185001,0.000012300999835133553
sophia_js_tree,20000,0.4498742030002177,14576,14576,0.009032000000588595,0.0000317140007391572,0.00008440100029110909,0.00001205199956893921
sophia_js_tree,20000,0.4570097489999607,13772,13772,0.009329471000470222,0.00003049399983137846,0.0000818469999358058,0.000012291000224649907
sophia_js_tree,20000,0.4533930139997974,13700,13700,0.009419450999237597,0.00003438999969512224,0.00011029000021517277,0.00001371199917048216
sophia_js_tree,40000,0.735546394999139,12676,12676,0.0165779060004279,0.00003326100017875433,0.00007361700013279915,0.000010197999887168408
sophia_js_tree,40000,0.7441795680001378,13328,13328,0.016571250999346376,0.000029072999954223633,0.00007412100024521351,0.0000107810003682971
sophia_js_tree,40000,0.7367068259995431,13784,13784,0.01622162299975753,0.000030943000689148904,0.00007406899984925985,0.000010079999454319476
sophia_js_tree,40000,0.7190705019999295,13700,13700,0.016588731000199915,0.000031652000732719896,0.00007698799949139357,0.000010727999731898309
sophia_js_tree,80000,1.2611914610005914,13700,13700,0.031389862000010905,0.00002915100008249283,0.00007716900017112493,0.000010799000039696693
sophia_js_tree,80000,1.2561309820003808,13700,13700,0.0314191379994154,0.000027660000137984753,0.00007487600017338991,0.000009986999444663525
sophia_js_tree,80000,1.25973360699974,13700,13700,0.031150301000103353,0.00002871099952608347,0.00007988400012254715,0.000010098000057041645
sophia_js_tree,80000,1.2387653080001473,14672,14672,0.03160164999961853,0.00002728200051933527,0.0000785730006173253,0.000010840999893844127
sophia_js_tree,100000,1.5445380469998344,14048,14048,0.03755733500048518,0.000027840000577270986,0.00007712000049650669,0.00000982999987900257
sophia_js_tree,100000,1.5506249879999086,14112,14112,0.037414953999221325,0.000028130000457167626,0.00008029299974441529,0.000009646999649703503
sophia_js_tree,100000,1.5415685119992122,14056,14056,0.03733437199983746,0.000026902000419795513,0.0000762320002540946,0.000009530999697744847
sophia_js_tree,100000,1.5585247269999236,14248,14248,0.03759789600037038,0.00002673700079321861,0.00007770400028675795,0.000009649000130593777
sophia_js_tree,1000000,12.664868586000056,28548,28548,0.45518218900077045,0.000026782999746501444,0.00007927099987864495,0.000009000999853014946
sophia_js_tree,1000000,12.807753329999745,28816,28816,0.4532825700007379,0.00002697700075805187,0.00008183400053530932,0.00000917499978095293
sophia_js_tree,1000000,12.764535144000314,29352,29352,0.45036040600016713,0.000027235000394284726,0.00007879900000989438,0.0000093209994956851
sophia_js_tree,1000000,12.622969111000188,29720,29720,0.4533276769993827,0.000027665000408887863,0.00007673399988561869,0.000009568999521434307
